file_name,tool_type,peak_freq,peak_mag,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_spread,spectral_skewness,spectral_kurtosis,rms_energy,zero_crossing_rate,peak_to_peak,energy,duration,start_time,end_time,extract_date
20260724_133307.wav,Ghe_nhua,1496.89441,1.0,2973.347547,2007.4071,5577.639752,2007.4071,0.718929735,-0.556623175,0.059064478,0.184782609,1.635650635,8.986665726,0.161,5.16175,5.32275,
20260724_133319.wav,Ghe_nhua,1453.416149,1.0,3208.648018,2121.889623,5850.931677,2121.889623,0.535119042,-0.910585392,0.046087157,0.197981366,1.210205078,5.471491337,0.161,1.139,1.3,
20260724_133319.wav,Ghe_nhua,2043.478261,1.0,3524.553336,2235.462804,6397.515528,2235.462804,0.29921123,-1.110119306,0.054464228,0.230201863,1.301086426,7.641322613,0.161,2.4925,2.6535,
20260724_133319.wav,Ghe_nhua,1925.465839,1.0,3410.942682,2271.381333,6248.447205,2271.381333,0.298073366,-1.154866819,0.058195069,0.248447205,1.570770264,8.724052429,0.161,3.942125,4.103125,
20260724_133319.wav,Ghe_nhua,509.3167702,1.0,3526.377107,2211.295791,6304.347826,2211.295791,0.191683398,-1.142261656,0.07596717,0.22515528,1.813842773,14.8661232,0.161,5.415625,5.576625,
20260724_133330.wav,Ghe_nhua,2745.341615,1.0,3495.228065,2162.816173,6372.670807,2162.816173,0.420175991,-0.829080756,0.068339139,0.187111801,1.745269775,12.03053379,0.161,1.0363125,1.1973125,
20260724_133330.wav,Ghe_nhua,2745.341615,1.0,3338.672473,2091.401837,6198.757764,2091.401837,0.453026486,-0.874184141,0.074256577,0.248835404,1.655334473,14.20416641,0.161,2.4803125,2.6413125,
20260724_133330.wav,Ghe_nhua,2596.273292,1.0,3385.909738,2075.822445,6062.111801,2075.822445,0.463078745,-0.761822768,0.061379332,0.218167702,1.405853271,9.704880714,0.161,3.943375,4.104375,
20260724_133330.wav,Ghe_nhua,2596.273292,1.0,3445.086509,2156.575454,6118.012422,2156.575454,0.438388443,-1.015571955,0.054034244,0.200698758,1.311920166,7.521145821,0.161,5.398875,5.559875,
20260724_133343.wav,Ghe_nhua,2043.478261,1.0,3195.201861,2060.057963,5652.173913,2060.057963,0.603282693,-0.497406949,0.067998961,0.229037267,1.83291626,11.91105938,0.161,1.137625,1.298625,
20260724_133343.wav,Ghe_nhua,1465.838509,1.0,3301.055788,2075.083209,5894.409938,2075.083209,0.529686466,-0.862901127,0.051203534,0.206521739,1.323608398,6.753761292,0.161,2.4020625,2.5630625,
20260724_133343.wav,Ghe_nhua,826.0869565,1.0,2950.382354,2042.261722,5645.962733,2042.261722,0.722558172,-0.511893745,0.05437728,0.173524845,1.252929688,7.61694479,0.161,3.951,4.112,
20260724_133343.wav,Ghe_nhua,2596.273292,1.0,3408.308304,2146.230298,6198.757764,2146.230298,0.418894145,-0.934541904,0.05673841,0.201863354,1.6746521,8.292780876,0.161,5.429375,5.590375,
20260724_133354.wav,Ghe_nhua,1465.838509,1.0,3338.646172,2142.140666,6006.21118,2142.140666,0.599825893,-0.905931024,0.059270609,0.233307453,1.523010254,9.049501419,0.161,1.200125,1.361125,
20260724_133354.wav,Ghe_nhua,1291.925466,1.0,3294.566817,2118.827606,6018.63354,2118.827606,0.5484829,-0.957539408,0.055085398,0.175465839,1.339660645,7.816617012,0.161,2.453125,2.614125,
20260724_133354.wav,Ghe_nhua,1708.074534,1.0,3190.025835,2160.223008,5981.36646,2160.223008,0.786382198,-0.609584865,0.075469591,0.220885093,1.827331543,14.67201805,0.161,3.9093125,4.0703125,
20260724_133354.wav,Ghe_nhua,2043.478261,1.0,3160.921385,1959.478541,5664.596273,1959.478541,0.629663973,-0.699145531,0.043823775,0.219720497,0.95501709,4.947268009,0.161,5.3634375,5.5244375,
20260724_133405.wav,Ghe_nhua,509.3167702,1.0,3074.961714,2095.684614,5695.652174,2095.684614,0.573948178,-0.681233466,0.063507311,0.20923913,1.456481934,10.38946915,0.161,0.889125,1.050125,
20260724_133405.wav,Ghe_nhua,1708.074534,1.0,3483.570082,2061.496863,5913.043478,2061.496863,0.464702935,-0.896321373,0.048371769,0.25,1.414611816,6.027397156,0.161,2.198125,2.359125,
20260724_133405.wav,Ghe_nhua,2049.689441,1.0,3245.117653,1966.607847,5683.229814,1966.607847,0.629077894,-0.53607666,0.051727343,0.218167702,1.394622803,6.892649651,0.161,3.499375,3.660375,
20260724_133405.wav,Ghe_nhua,0.0,1.0,3403.921455,1838.755693,5515.52795,1838.755693,0.413748366,-0.682984622,0.04362426,0.240295031,1.324768066,4.902323723,0.161,4.7470625,4.9080625,
20260724_133405.wav,Ghe_nhua,2043.478261,1.0,3212.404929,1868.829163,5453.416149,1868.829163,0.596338585,-0.568652172,0.054641429,0.191381988,1.190429688,7.69112587,0.161,5.9978125,6.1588125,
20260724_132517.wav,gia_he,0.0,1.0,2972.530640930029,1771.761403978373,4991.189427312775,1771.761403978373,0.6905244917664084,-0.2741872144838413,0.0597683899104595,0.1676762114537445,1.6612548828125,12.974449157714844,0.2269999999999998,1.0213125,1.2483125,
20260724_132517.wav,gia_he,2000.0,1.0,3748.254455043071,2000.3024955069493,6295.154185022026,2000.3024955069493,0.177071609139562,-1.024981654255649,0.0319980382919311,0.2929515418502202,1.005340576171875,3.718711853027344,0.2269999999999998,2.069875,2.296875,
20260724_132517.wav,gia_he,0.0,1.0,3600.1424805741367,1945.3506905211943,5881.057268722467,1945.3506905211943,0.2288250272748367,-0.9277666069904216,0.0460620895028114,0.2893722466960352,1.368499755859375,7.706072330474853,0.2270000000000003,3.203,3.43,
20260724_132517.wav,gia_he,2753.303964757709,1.0,3891.0070543380457,2025.9934446135355,6365.638766519824,2025.9934446135355,0.1979577492068534,-1.0274536003311738,0.0371867306530475,0.2778083700440528,1.399200439453125,5.02252197265625,0.2270000000000003,4.3249375,4.5519375,
20260724_132517.wav,gia_he,0.0,1.0,3949.0298515129,2264.999702075846,6898.678414096916,2264.999702075846,0.0767243439197857,-1.1736486344398374,0.0452779084444046,0.310022026431718,1.391204833984375,7.445923328399658,0.2270000000000003,5.440625,5.667625,
20260724_132546.wav,gia_he,8.810572687224669,1.0,3412.3432467407097,1990.7098923747487,5925.11013215859,1990.7098923747487,0.3652187850234,-0.8255172790504677,0.0230937376618385,0.145374449339207,0.70526123046875,1.9370207786560056,0.227,0.222375,0.449375,
20260724_132546.wav,gia_he,1704.8458149779733,1.0,3689.711252950079,1943.950109630577,5964.757709251101,1943.950109630577,0.3113706932492961,-0.8021265754911933,0.0671736747026443,0.3590308370044053,1.755340576171875,16.388683319091797,0.2270000000000001,1.307,1.534,
20260724_132546.wav,gia_he,0.0,1.0,4090.9394899459407,1996.1247085853247,6497.797356828193,1996.1247085853247,0.0070284306522821,-0.8779292547603408,0.0525063425302505,0.3345264317180617,1.70489501953125,10.013118743896484,0.2269999999999998,2.52775,2.75475,
